,PRIMARIO,FUERA DE SERVICIO,REPOSICION,TIPO DE EVENTO,ESTADO DEL CLIMA,OBSERVACION,BARRIO,DURACION,DURACION SEGS
0,GDI2,4/12/2020 10:05,4/12/2020 11:25,Accidental,Normal,No establecido.,Gral. J. E Diaz,0 days 01:20:00,4800
1,GDI2,4/12/2020 10:05,4/12/2020 11:25,Accidental,Normal,No establecido.,Obrero,0 days 01:20:00,4800
0,GDI3,4/12/2020 10:05,4/12/2020 11:10,Accidental,Normal,No establecido.,Gral. J. E Diaz,0 days 01:05:00,3900
0,GDI3,17/12/2020 07:28,17/12/2020 07:30,Accidental,Normal,Al efectuar maniobras.,Gral. J. E Diaz,0 days 00:02:00,120
0,GDI4,24/12/2020 13:31,24/12/2020 14:00,Accidental,Normal,No establecido.,Obrero,0 days 00:29:00,1740
1,GDI4,24/12/2020 13:31,24/12/2020 14:00,Accidental,Normal,No establecido.,Dr. Roberto L. Petit,0 days 00:29:00,1740
2,GDI4,24/12/2020 13:31,24/12/2020 14:00,Accidental,Normal,No establecido.,Bañado Tacumbu,0 days 00:29:00,1740
0,LAM10,31/12/2020 07:21,31/12/2020 07:38,Accidental,Normal,No establecido.,Terminal,0 days 00:17:00,1020
0,LAM15,2/12/2020 19:46,2/12/2020 19:49,Accidental,Normal,Al efectuar maniobras.,Itá Enramada,0 days 00:03:00,180
0,LAM22,13/12/2020 08:27,13/12/2020 08:51,Accidental,Adverso,Condiciones Climáticas Adversas.,Hipódromo,0 days 00:24:00,1440
1,LAM22,13/12/2020 08:27,13/12/2020 08:51,Accidental,Adverso,Condiciones Climáticas Adversas.,Terminal,0 days 00:24:00,1440
0,LAM23,2/12/2020 10:24,2/12/2020 10:43,Accidental,Normal,Línea MT en contacto con AP. G. Mendoza yArsenales.,Mburicao,0 days 00:19:00,1140
0,LAM3,26/12/2020 11:42,26/12/2020 11:44,Programado,Normal,"Abierto Interruptor, para efectuar maniobras.",Vista Alegre,0 days 00:02:00,120
0,LAM5,2/12/2020 12:41,2/12/2020 13:59,Accidental,Normal,Verificado Reclamo por explosión.,Santa Librada,0 days 01:18:00,4680
1,LAM5,2/12/2020 12:41,2/12/2020 13:59,Accidental,Normal,Verificado Reclamo por explosión.,Itá Enramada,0 days 01:18:00,4680
2,LAM5,2/12/2020 12:41,2/12/2020 13:59,Accidental,Normal,Verificado Reclamo por explosión.,Pirizal,0 days 01:18:00,4680
0,LAM5,2/12/2020 14:00,2/12/2020 14:59,Accidental,Normal,No establecido.,Santa Librada,0 days 00:59:00,3540
1,LAM5,2/12/2020 14:00,2/12/2020 14:59,Accidental,Normal,No establecido.,Itá Enramada,0 days 00:59:00,3540
2,LAM5,2/12/2020 14:00,2/12/2020 14:59,Accidental,Normal,No establecido.,Pirizal,0 days 00:59:00,3540
0,LAM5,5/12/2020 14:45,5/12/2020 15:10,Accidental,Normal,Puente MT suelto. L.M. Argaña y Ezequiel Gonzalez.,Santa Librada,0 days 00:25:00,1500
1,LAM5,5/12/2020 14:45,5/12/2020 15:10,Accidental,Normal,Puente MT suelto. L.M. Argaña y Ezequiel Gonzalez.,Itá Enramada,0 days 00:25:00,1500
2,LAM5,5/12/2020 14:45,5/12/2020 15:10,Accidental,Normal,Puente MT suelto. L.M. Argaña y Ezequiel Gonzalez.,Pirizal,0 days 00:25:00,1500
0,LAM5,5/12/2020 20:55,5/12/2020 21:00,Accidental,Normal,Desperfecto interno. Argaña y E. Gonzalez.,Santa Librada,0 days 00:05:00,300
1,LAM5,5/12/2020 20:55,5/12/2020 21:00,Accidental,Normal,Desperfecto interno. Argaña y E. Gonzalez.,Itá Enramada,0 days 00:05:00,300
2,LAM5,5/12/2020 20:55,5/12/2020 21:00,Accidental,Normal,Desperfecto interno. Argaña y E. Gonzalez.,Pirizal,0 days 00:05:00,300
0,LAM5,6/12/2020 01:08,6/12/2020 01:51,Accidental,Normal,"Desperfecto Interno. L.M. Argaña y E. Gonzalez, LasPalmas. Acometida Estación de Servicio. LasPalmas y 1° de Marzo.",Santa Librada,0 days 00:43:00,2580
1,LAM5,6/12/2020 01:08,6/12/2020 01:51,Accidental,Normal,"Desperfecto Interno. L.M. Argaña y E. Gonzalez, LasPalmas. Acometida Estación de Servicio. LasPalmas y 1° de Marzo.",Itá Enramada,0 days 00:43:00,2580
2,LAM5,6/12/2020 01:08,6/12/2020 01:51,Accidental,Normal,"Desperfecto Interno. L.M. Argaña y E. Gonzalez, LasPalmas. Acometida Estación de Servicio. LasPalmas y 1° de Marzo.",Pirizal,0 days 00:43:00,2580
0,LAM5,22/12/2020 10:30,22/12/2020 11:03,Accidental,Normal,Constatado por reclamos. Horario de fuera deservicio no establecido.,Santa Librada,0 days 00:33:00,1980
1,LAM5,22/12/2020 10:30,22/12/2020 11:03,Accidental,Normal,Constatado por reclamos. Horario de fuera deservicio no establecido.,Itá Enramada,0 days 00:33:00,1980
2,LAM5,22/12/2020 10:30,22/12/2020 11:03,Accidental,Normal,Constatado por reclamos. Horario de fuera deservicio no establecido.,Pirizal,0 days 00:33:00,1980
0,LAM5,22/12/2020 16:38,22/12/2020 17:12,Accidental,Normal,No establecido.,Santa Librada,0 days 00:34:00,2040
1,LAM5,22/12/2020 16:38,22/12/2020 17:12,Accidental,Normal,No establecido.,Itá Enramada,0 days 00:34:00,2040
2,LAM5,22/12/2020 16:38,22/12/2020 17:12,Accidental,Normal,No establecido.,Pirizal,0 days 00:34:00,2040
0,LAM7,2/12/2020 20:44,2/12/2020 22:43,Accidental,Normal,No establecido.,Vista Alegre,0 days 01:59:00,7140
1,LAM7,2/12/2020 20:44,2/12/2020 22:43,Accidental,Normal,No establecido.,Pinoza,0 days 01:59:00,7140
0,LAM7,2/12/2020 22:45,3/12/2020 00:38,Accidental,Normal,Puente MT suelto en Seccionador S/N°. s/ Incas e/Richarson y Panini.,Vista Alegre,0 days 01:53:00,6780
1,LAM7,2/12/2020 22:45,3/12/2020 00:38,Accidental,Normal,Puente MT suelto en Seccionador S/N°. s/ Incas e/Richarson y Panini.,Pinoza,0 days 01:53:00,6780
0,LAM7,8/12/2020 07:05,8/12/2020 07:23,Accidental,Normal,No establecido.,Vista Alegre,0 days 00:18:00,1080
1,LAM7,8/12/2020 07:05,8/12/2020 07:23,Accidental,Normal,No establecido.,Pinoza,0 days 00:18:00,1080
0,LAM7,13/12/2020 18:44,13/12/2020 20:08,Accidental,Adverso,Condiciones Climáticas Adversas.,Vista Alegre,0 days 01:24:00,5040
1,LAM7,13/12/2020 18:44,13/12/2020 20:08,Accidental,Adverso,Condiciones Climáticas Adversas.,Pinoza,0 days 01:24:00,5040
0,LAM7,20/12/2020 00:41,20/12/2020 00:46,Accidental,Adverso,No establecido.,Vista Alegre,0 days 00:05:00,300
1,LAM7,20/12/2020 00:41,20/12/2020 00:46,Accidental,Adverso,No establecido.,Pinoza,0 days 00:05:00,300
0,LAM7,20/12/2020 10:33,20/12/2020 10:46,Programado,Adverso,Abierto interruptor para efectuar reparación depuente MT suelto F2. SLT  N° 51857,Vista Alegre,0 days 00:13:00,780
1,LAM7,20/12/2020 10:33,20/12/2020 10:46,Programado,Adverso,Abierto interruptor para efectuar reparación depuente MT suelto F2. SLT  N° 51857,Pinoza,0 days 00:13:00,780
0,MBU1,16/12/2020 08:42,16/12/2020 10:42,Accidental,Normal,No establecido.,Las Carmelitas,0 days 02:00:00,7200
1,MBU1,16/12/2020 08:42,16/12/2020 10:42,Accidental,Normal,No establecido.,Madame Lynch,0 days 02:00:00,7200
2,MBU1,16/12/2020 08:42,16/12/2020 10:42,Accidental,Normal,No establecido.,Manorá,0 days 02:00:00,7200
0,MBU2,3/12/2020 03:40,3/12/2020 04:50,Accidental,Normal,No establecido.,Madame Lynch,0 days 01:10:00,4200
1,MBU2,3/12/2020 03:40,3/12/2020 04:50,Accidental,Normal,No establecido.,Mburucuyá,0 days 01:10:00,4200
0,MBU2,3/12/2020 05:01,3/12/2020 05:47,Accidental,Normal,No establecido.,Madame Lynch,0 days 00:46:00,2760
1,MBU2,3/12/2020 05:01,3/12/2020 05:47,Accidental,Normal,No establecido.,Mburucuyá,0 days 00:46:00,2760
0,MBU2,3/12/2020 05:48,3/12/2020 06:04,Accidental,Normal,Rama de palmera en contacto con línea MT.Aguararagué y Tte. Velazquez. Puente MT suelto enel Seccionador N° 55532.,Madame Lynch,0 days 00:16:00,960
1,MBU2,3/12/2020 05:48,3/12/2020 06:04,Accidental,Normal,Rama de palmera en contacto con línea MT.Aguararagué y Tte. Velazquez. Puente MT suelto enel Seccionador N° 55532.,Mburucuyá,0 days 00:16:00,960
0,MBU2,3/12/2020 09:20,3/12/2020 09:36,Accidental,Normal,Al efectuar maniobras.,Madame Lynch,0 days 00:16:00,960
1,MBU2,3/12/2020 09:20,3/12/2020 09:36,Accidental,Normal,Al efectuar maniobras.,Mburucuyá,0 days 00:16:00,960
0,MBU2,3/12/2020 09:55,03/12/2020 11:55,Accidental,Normal,No establecido.,Madame Lynch,0 days 02:00:00,7200
1,MBU2,3/12/2020 09:55,03/12/2020 11:55,Accidental,Normal,No establecido.,Mburucuyá,0 days 02:00:00,7200
0,MBU2,27/12/2020 17:10,27/12/2020 19:10,Accidental,Normal,No establecido.,Madame Lynch,0 days 02:00:00,7200
1,MBU2,27/12/2020 17:10,27/12/2020 19:10,Accidental,Normal,No establecido.,Mburucuyá,0 days 02:00:00,7200
0,MBU3,16/12/2020 10:45,16/12/2020 11:35,Accidental,Normal,No establecido.,Las Carmelitas,0 days 00:50:00,3000
1,MBU3,16/12/2020 10:45,16/12/2020 11:35,Accidental,Normal,No establecido.,Madame Lynch,0 days 00:50:00,3000
2,MBU3,16/12/2020 10:45,16/12/2020 11:35,Accidental,Normal,No establecido.,Mburucuyá,0 days 00:50:00,3000
0,MBU4,1/12/2020 08:10,1/12/2020 08:24,Accidental,Normal,No establecido.,Mbocayaty,0 days 00:14:00,840
1,MBU4,1/12/2020 08:10,1/12/2020 08:24,Accidental,Normal,No establecido.,Loma Pyta,0 days 00:14:00,840
2,MBU4,1/12/2020 08:10,1/12/2020 08:24,Accidental,Normal,No establecido.,Ñu Guasu,0 days 00:14:00,840
3,MBU4,1/12/2020 08:10,1/12/2020 08:24,Accidental,Normal,No establecido.,Mburucuyá,0 days 00:14:00,840
0,MBU4,5/12/2020 16:48,5/12/2020 17:07,Accidental,Normal,No establecido.,Mbocayaty,0 days 00:19:00,1140
1,MBU4,5/12/2020 16:48,5/12/2020 17:07,Accidental,Normal,No establecido.,Loma Pyta,0 days 00:19:00,1140
2,MBU4,5/12/2020 16:48,5/12/2020 17:07,Accidental,Normal,No establecido.,Ñu Guasu,0 days 00:19:00,1140
3,MBU4,5/12/2020 16:48,5/12/2020 17:07,Accidental,Normal,No establecido.,Mburucuyá,0 days 00:19:00,1140
0,MBU4,15/12/2020 12:47,15/12/2020 13:01,Accidental,Normal,No establecido.,Mbocayaty,0 days 00:14:00,840
1,MBU4,15/12/2020 12:47,15/12/2020 13:01,Accidental,Normal,No establecido.,Loma Pyta,0 days 00:14:00,840
2,MBU4,15/12/2020 12:47,15/12/2020 13:01,Accidental,Normal,No establecido.,Ñu Guasu,0 days 00:14:00,840
3,MBU4,15/12/2020 12:47,15/12/2020 13:01,Accidental,Normal,No establecido.,Mburucuyá,0 days 00:14:00,840
0,MBU5,2/12/2020 21:19,2/12/2020 22:01,Accidental,Normal,No establecido.,Santísima Trinidad,0 days 00:42:00,2520
1,MBU5,2/12/2020 21:19,2/12/2020 22:01,Accidental,Normal,No establecido.,Madame Lynch,0 days 00:42:00,2520
2,MBU5,2/12/2020 21:19,2/12/2020 22:01,Accidental,Normal,No establecido.,Mbocayaty,0 days 00:42:00,2520
3,MBU5,2/12/2020 21:19,2/12/2020 22:01,Accidental,Normal,No establecido.,Ñu Guasu,0 days 00:42:00,2520
4,MBU5,2/12/2020 21:19,2/12/2020 22:01,Accidental,Normal,No establecido.,Salvador del Mundo,0 days 00:42:00,2520
5,MBU5,2/12/2020 21:19,2/12/2020 22:01,Accidental,Normal,No establecido.,Mburucuyá,0 days 00:42:00,2520
0,MBU5,13/12/2020 08:44,13/12/2020 10:09,Accidental,Adverso,Condiciones Climáticas Adversas.,Santísima Trinidad,0 days 01:25:00,5100
1,MBU5,13/12/2020 08:44,13/12/2020 10:09,Accidental,Adverso,Condiciones Climáticas Adversas.,Madame Lynch,0 days 01:25:00,5100
2,MBU5,13/12/2020 08:44,13/12/2020 10:09,Accidental,Adverso,Condiciones Climáticas Adversas.,Mbocayaty,0 days 01:25:00,5100
3,MBU5,13/12/2020 08:44,13/12/2020 10:09,Accidental,Adverso,Condiciones Climáticas Adversas.,Ñu Guasu,0 days 01:25:00,5100
4,MBU5,13/12/2020 08:44,13/12/2020 10:09,Accidental,Adverso,Condiciones Climáticas Adversas.,Salvador del Mundo,0 days 01:25:00,5100
5,MBU5,13/12/2020 08:44,13/12/2020 10:09,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburucuyá,0 days 01:25:00,5100
0,MBU5,14/12/2020 19:10,14/12/2020 21:10,Accidental,Normal,No establecido.,Santísima Trinidad,0 days 02:00:00,7200
1,MBU5,14/12/2020 19:10,14/12/2020 21:10,Accidental,Normal,No establecido.,Madame Lynch,0 days 02:00:00,7200
2,MBU5,14/12/2020 19:10,14/12/2020 21:10,Accidental,Normal,No establecido.,Mbocayaty,0 days 02:00:00,7200
3,MBU5,14/12/2020 19:10,14/12/2020 21:10,Accidental,Normal,No establecido.,Ñu Guasu,0 days 02:00:00,7200
4,MBU5,14/12/2020 19:10,14/12/2020 21:10,Accidental,Normal,No establecido.,Salvador del Mundo,0 days 02:00:00,7200
5,MBU5,14/12/2020 19:10,14/12/2020 21:10,Accidental,Normal,No establecido.,Mburucuyá,0 days 02:00:00,7200
0,MBU5,16/12/2020 10:25,16/12/2020 10:56,Accidental,Normal,No establecido.,Santísima Trinidad,0 days 00:31:00,1860
1,MBU5,16/12/2020 10:25,16/12/2020 10:56,Accidental,Normal,No establecido.,Madame Lynch,0 days 00:31:00,1860
2,MBU5,16/12/2020 10:25,16/12/2020 10:56,Accidental,Normal,No establecido.,Mbocayaty,0 days 00:31:00,1860
3,MBU5,16/12/2020 10:25,16/12/2020 10:56,Accidental,Normal,No establecido.,Ñu Guasu,0 days 00:31:00,1860
4,MBU5,16/12/2020 10:25,16/12/2020 10:56,Accidental,Normal,No establecido.,Salvador del Mundo,0 days 00:31:00,1860
5,MBU5,16/12/2020 10:25,16/12/2020 10:56,Accidental,Normal,No establecido.,Mburucuyá,0 days 00:31:00,1860
0,MBU5,16/12/2020 11:00,16/12/2020 11:08,Accidental,Normal,SLT averiado. Itapua y 1° Presidente.,Santísima Trinidad,0 days 00:08:00,480
1,MBU5,16/12/2020 11:00,16/12/2020 11:08,Accidental,Normal,SLT averiado. Itapua y 1° Presidente.,Madame Lynch,0 days 00:08:00,480
2,MBU5,16/12/2020 11:00,16/12/2020 11:08,Accidental,Normal,SLT averiado. Itapua y 1° Presidente.,Mbocayaty,0 days 00:08:00,480
3,MBU5,16/12/2020 11:00,16/12/2020 11:08,Accidental,Normal,SLT averiado. Itapua y 1° Presidente.,Ñu Guasu,0 days 00:08:00,480
4,MBU5,16/12/2020 11:00,16/12/2020 11:08,Accidental,Normal,SLT averiado. Itapua y 1° Presidente.,Salvador del Mundo,0 days 00:08:00,480
5,MBU5,16/12/2020 11:00,16/12/2020 11:08,Accidental,Normal,SLT averiado. Itapua y 1° Presidente.,Mburucuyá,0 days 00:08:00,480
0,MBU5,20/12/2020 03:48,20/12/2020 05:48,Accidental,Adverso.,Condiciones Climáticas Adversas.,Santísima Trinidad,0 days 02:00:00,7200
1,MBU5,20/12/2020 03:48,20/12/2020 05:48,Accidental,Adverso.,Condiciones Climáticas Adversas.,Madame Lynch,0 days 02:00:00,7200
2,MBU5,20/12/2020 03:48,20/12/2020 05:48,Accidental,Adverso.,Condiciones Climáticas Adversas.,Mbocayaty,0 days 02:00:00,7200
3,MBU5,20/12/2020 03:48,20/12/2020 05:48,Accidental,Adverso.,Condiciones Climáticas Adversas.,Ñu Guasu,0 days 02:00:00,7200
4,MBU5,20/12/2020 03:48,20/12/2020 05:48,Accidental,Adverso.,Condiciones Climáticas Adversas.,Salvador del Mundo,0 days 02:00:00,7200
5,MBU5,20/12/2020 03:48,20/12/2020 05:48,Accidental,Adverso.,Condiciones Climáticas Adversas.,Mburucuyá,0 days 02:00:00,7200
0,MRA1,9/12/2020 13:37,9/12/2020 13:47,Accidental,Normal,No establecido.,Loma Pyta,0 days 00:10:00,600
1,MRA1,9/12/2020 13:37,9/12/2020 13:47,Accidental,Normal,No establecido.,Zeballos Cué,0 days 00:10:00,600
2,MRA1,9/12/2020 13:37,9/12/2020 13:47,Accidental,Normal,No establecido.,San Blas,0 days 00:10:00,600
0,MRA1,13/12/2020 07:39,13/12/2020 08:25,Accidental,Adverso,Condiciones Climáticas Adversas.,Loma Pyta,0 days 00:46:00,2760
1,MRA1,13/12/2020 07:39,13/12/2020 08:25,Accidental,Adverso,Condiciones Climáticas Adversas.,Zeballos Cué,0 days 00:46:00,2760
2,MRA1,13/12/2020 07:39,13/12/2020 08:25,Accidental,Adverso,Condiciones Climáticas Adversas.,San Blas,0 days 00:46:00,2760
0,MRA1,17/12/2020 03:58,17/12/2020 04:08,Accidental,Normal,No establecido.,Loma Pyta,0 days 00:10:00,600
1,MRA1,17/12/2020 03:58,17/12/2020 04:08,Accidental,Normal,No establecido.,Zeballos Cué,0 days 00:10:00,600
2,MRA1,17/12/2020 03:58,17/12/2020 04:08,Accidental,Normal,No establecido.,San Blas,0 days 00:10:00,600
0,MRA1,26/12/2020 08:07,26/12/2020 08:41,Accidental,Normal,Transformador averiado. Mcal. López y Acosta Ñu.,Loma Pyta,0 days 00:34:00,2040
1,MRA1,26/12/2020 08:07,26/12/2020 08:41,Accidental,Normal,Transformador averiado. Mcal. López y Acosta Ñu.,Zeballos Cué,0 days 00:34:00,2040
2,MRA1,26/12/2020 08:07,26/12/2020 08:41,Accidental,Normal,Transformador averiado. Mcal. López y Acosta Ñu.,San Blas,0 days 00:34:00,2040
0,MRA11,3/12/2020 03:37,3/12/2020 03:53,Accidental,Normal,No establecido.,Loma Pyta,0 days 00:16:00,960
0,MRA11,25/12/2020 14:46,25/12/2020 16:46,Accidental,Normal,No establecido.,Loma Pyta,0 days 02:00:00,7200
0,PBO1,13/12/2020 18:01,13/12/2020 23:51,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Rosa,0 days 05:50:00,21000
1,PBO1,13/12/2020 18:01,13/12/2020 23:51,Accidental,Adverso,Condiciones Climáticas Adversas.,Virgen de la Asunción,0 days 05:50:00,21000
2,PBO1,13/12/2020 18:01,13/12/2020 23:51,Accidental,Adverso,Condiciones Climáticas Adversas.,Cañada Ybyray,0 days 05:50:00,21000
3,PBO1,13/12/2020 18:01,13/12/2020 23:51,Accidental,Adverso,Condiciones Climáticas Adversas.,Zeballos Cué,0 days 05:50:00,21000
4,PBO1,13/12/2020 18:01,13/12/2020 23:51,Accidental,Adverso,Condiciones Climáticas Adversas.,Bañado Cará Cará,0 days 05:50:00,21000
0,PBO10,1/12/2020 15:26,1/12/2020 16:41,Accidental,Normal,Abierto interruptor para efectuar reparación depuente MT suelto. Seccionador N° 54147. CargaTransferida sobre el PBO-14.,Bañado Cará Cará,0 days 01:15:00,4500
1,PBO10,1/12/2020 15:26,1/12/2020 16:41,Accidental,Normal,Abierto interruptor para efectuar reparación depuente MT suelto. Seccionador N° 54147. CargaTransferida sobre el PBO-14.,Botánico,0 days 01:15:00,4500
2,PBO10,1/12/2020 15:26,1/12/2020 16:41,Accidental,Normal,Abierto interruptor para efectuar reparación depuente MT suelto. Seccionador N° 54147. CargaTransferida sobre el PBO-14.,Santa Rosa,0 days 01:15:00,4500
0,PBO14,2/12/2020 21:11,2/12/2020 21:50,Accidental,Normal,No establecido.,Zeballos Cué,0 days 00:39:00,2340
0,PBO14,24/12/2020 19:55,24/12/2020 20:41,Accidental,Normal,No establecido.,Zeballos Cué,0 days 00:46:00,2760
0,PBO20,4/12/2020 12:22,4/12/2020 13:10,Accidental,Normal,No establecido.,Botánico,0 days 00:48:00,2880
0,PBO20,13/12/2020 07:39,13/12/2020 08:44,Accidental,Adverso,Condiciones Climáticas Adversas.,Botánico,0 days 01:05:00,3900
0,PBO20,13/12/2020 17:55,13/12/2020 21:20,Accidental,Adverso,Condiciones Climáticas Adversas.,Botánico,0 days 03:25:00,12300
